Source,CH1
Second,Volt
-0.07580000162,0.80000,
-0.07579199970,0.60000,
-0.07578399777,0.40000,
-0.07577600330,0.00,
-0.07576800138,-0.40000,
-0.07575999945,-0.60000,
-0.07575199753,-0.80000,
-0.07574400306,-1.20000,
-0.07573600113,-1.60000,
-0.07572799921,-1.80000,
-0.07571999729,-2.20000,
-0.07571200281,-2.40000,
-0.07570400089,-2.80000,
-0.07569599897,-3.00000,
-0.07568799704,-3.20000,
-0.07568000257,-3.60000,
-0.07567200065,-3.80000,
-0.07566399872,-4.00000,
-0.07565599680,-4.40000,
-0.07564800233,-4.60000,
-0.07564000040,-4.80000,
-0.07563199848,-5.40000,
-0.07562399656,-5.40000,
-0.07561600208,-5.60000,
-0.07560800016,-5.60000,
-0.07559999824,-5.80000,
-0.07559199631,-5.80000,
-0.07558400184,-6.00000,
-0.07557599992,-6.20000,
-0.07556799799,-6.00000,
-0.07556000352,-6.20000,
-0.07555200160,-6.00000,
-0.07554399967,-6.20000,
-0.07553599775,-6.00000,
-0.07552800328,-6.00000,
-0.07552000135,-5.80000,
-0.07551199943,-5.80000,
-0.07550399750,-5.60000,
-0.07549600303,-5.60000,
-0.07548800111,-5.40000,
-0.07547999918,-5.40000,
-0.07547199726,-5.00000,
-0.07546400279,-5.00000,
-0.07545600086,-4.80000,
-0.07544799894,-4.80000,
-0.07543999702,-4.60000,
-0.07543200254,-4.60000,
-0.07542400062,-4.40000,
-0.07541599870,-4.60000,
-0.07540799677,-4.40000,
-0.07540000230,-4.40000,
-0.07539200038,-4.40000,
-0.07538399845,-4.40000,
-0.07537599653,-4.40000,
-0.07536800206,-4.60000,
-0.07536000013,-4.80000,
-0.07535199821,-5.00000,
-0.07534399629,-5.00000,
-0.07533600181,-5.40000,
-0.07532799989,-5.60000,
-0.07531999797,-5.60000,
-0.07531200349,-5.80000,
-0.07530400157,-6.20000,
-0.07529599965,-6.40000,
-0.07528799772,-6.60000,
-0.07528000325,-7.00000,
-0.07527200133,-7.20000,
-0.07526399940,-7.60000,
-0.07525599748,-7.80000,
-0.07524800301,-8.00000,
-0.07524000108,-8.20000,
-0.07523199916,-8.60000,
-0.07522399724,-8.80000,
-0.07521600276,-9.00000,
-0.07520800084,-9.40000,
-0.07519999892,-9.60000,
-0.07519199699,-9.80000,
-0.07518400252,-10.20000,
-0.07517600060,-10.40000,
-0.07516799867,-10.60000,
-0.07515999675,-10.80000,
-0.07515200227,-11.00000,
-0.07514400035,-11.20000,
-0.07513599843,-11.40000,
-0.07512799650,-11.40000,
-0.07512000203,-11.60000,
-0.07511200011,-11.80000,
-0.07510399818,-11.80000,
-0.07509599626,-11.80000,
-0.07508800179,-11.80000,
-0.07507999986,-11.80000,
-0.07507199794,-11.60000,
-0.07506400347,-11.60000,
-0.07505600154,-11.40000,
-0.07504799962,-11.40000,
-0.07503999770,-11.00000,
-0.07503200322,-11.00000,
-0.07502400130,-10.60000,
-0.07501599938,-10.60000,
-0.07500799745,-10.20000,
-0.07500000298,-10.00000,
-0.07499200106,-9.80000,
-0.07498399913,-9.60000,
-0.07497599721,-9.40000,
-0.07496800274,-9.20000,
-0.07496000081,-8.80000,
-0.07495199889,-8.60000,
-0.07494399697,-8.40000,
-0.07493600249,-8.40000,
-0.07492800057,-8.20000,
-0.07491999865,-7.80000,
-0.07491199672,-7.80000,
-0.07490400225,-7.60000,
-0.07489600033,-7.60000,
-0.07488799840,-7.60000,
-0.07487999648,-7.40000,
-0.07487200201,-7.40000,
-0.07486400008,-7.40000,
-0.07485599816,-7.40000,
-0.07484799623,-7.20000,
-0.07484000176,-7.40000,
-0.07483199984,-7.40000,
-0.07482399791,-7.40000,
-0.07481600344,-7.60000,
-0.07480800152,-7.80000,
-0.07479999959,-7.80000,
-0.07479199767,-7.80000,
-0.07478400320,-8.20000,
-0.07477600127,-8.40000,
-0.07476799935,-8.40000,
-0.07475999743,-8.60000,
-0.07475200295,-8.80000,
-0.07474400103,-9.00000,
-0.07473599911,-9.40000,
-0.07472799718,-9.40000,
-0.07472000271,-9.60000,
-0.07471200079,-9.80000,
-0.07470399886,-10.00000,
-0.07469599694,-10.20000,
-0.07468800247,-10.40000,
-0.07468000054,-10.60000,
-0.07467199862,-10.60000,
-0.07466399670,-10.60000,
-0.07465600222,-10.80000,
-0.07464800030,-10.80000,
-0.07463999838,-11.00000,
-0.07463199645,-10.80000,
-0.07462400198,-10.80000,
-0.07461600006,-10.60000,
-0.07460799813,-10.60000,
-0.07459999621,-10.60000,
-0.07459200174,-10.40000,
-0.07458399981,-10.20000,
-0.07457599789,-9.80000,
-0.07456800342,-9.80000,
-0.07456000149,-9.40000,
-0.07455199957,-9.20000,
-0.07454399765,-9.00000,
-0.07453600317,-8.60000,
-0.07452800125,-8.40000,
-0.07451999933,-8.20000,
-0.07451199740,-7.80000,
-0.07450400293,-7.40000,
-0.07449600101,-7.20000,
-0.07448799908,-7.00000,
-0.07447999716,-6.60000,
-0.07447200269,-6.20000,
-0.07446400076,-6.00000,
-0.07445599884,-5.60000,
-0.07444799691,-5.40000,
-0.07444000244,-4.80000,
-0.07443200052,-4.80000,
-0.07442399859,-4.40000,
-0.07441599667,-4.20000,
-0.07440800220,-4.00000,
-0.07440000027,-3.80000,
-0.07439199835,-3.60000,
-0.07438399643,-3.40000,
-0.07437600195,-3.20000,
-0.07436800003,-3.20000,
-0.07435999811,-3.00000,
-0.07435199618,-3.00000,
-0.07434400171,-3.00000,
-0.07433599979,-3.00000,
-0.07432799786,-2.80000,
-0.07432000339,-2.80000,
-0.07431200147,-3.00000,
-0.07430399954,-3.00000,
-0.07429599762,-3.00000,
-0.07428800315,-3.00000,
-0.07428000122,-3.20000,
-0.07427199930,-3.20000,
-0.07426399738,-3.40000,
-0.07425600290,-3.40000,
-0.07424800098,-3.60000,
-0.07423999906,-3.80000,
-0.07423199713,-4.00000,
-0.07422400266,-4.00000,
-0.07421600074,-4.20000,
-0.07420799881,-4.40000,
