Source,CH1
Second,Volt
-0.00382200000,1.16000,
-0.00382160000,1.14000,
-0.00382119999,1.12000,
-0.00382079999,1.14000,
-0.00382039999,1.16000,
-0.00381999998,1.16000,
-0.00381959998,1.12000,
-0.00381919998,1.12000,
-0.00381879997,1.10000,
-0.00381839997,1.12000,
-0.00381799997,1.10000,
-0.00381759997,1.08000,
-0.00381719996,1.10000,
-0.00381679996,1.10000,
-0.00381639996,1.08000,
-0.00381599995,1.08000,
-0.00381559995,1.08000,
-0.00381519995,1.06000,
-0.00381479994,1.06000,
-0.00381439994,1.04000,
-0.00381399994,1.06000,
-0.00381359993,1.06000,
-0.00381319993,1.04000,
-0.00381279993,1.04000,
-0.00381240016,1.02000,
-0.00381200016,1.04000,
-0.00381160015,1.02000,
-0.00381120015,1.00000,
-0.00381080015,1.00000,
-0.00381040014,1.00000,
-0.00381000014,0.96000,
-0.00380960014,1.00000,
-0.00380920013,1.00000,
-0.00380880013,1.00000,
-0.00380840013,1.00000,
-0.00380800012,0.94000,
-0.00380760012,0.94000,
-0.00380720012,0.96000,
-0.00380680012,0.92000,
-0.00380640011,0.92000,
-0.00380600011,0.92000,
-0.00380560011,0.94000,
-0.00380520010,0.92000,
-0.00380480010,0.90000,
-0.00380440010,0.90000,
-0.00380400009,0.90000,
-0.00380360009,0.90000,
-0.00380320009,0.84000,
-0.00380280009,0.86000,
-0.00380240008,0.86000,
-0.00380200008,0.88000,
-0.00380160008,0.84000,
-0.00380120007,0.84000,
-0.00380080007,0.84000,
-0.00380040007,0.84000,
-0.00380000006,0.80000,
-0.00379960006,0.80000,
-0.00379920006,0.82000,
-0.00379880005,0.82000,
-0.00379840005,0.80000,
-0.00379800005,0.78000,
-0.00379760005,0.78000,
-0.00379720004,0.78000,
-0.00379680004,0.76000,
-0.00379640004,0.76000,
-0.00379600003,0.74000,
-0.00379560003,0.76000,
-0.00379520003,0.74000,
-0.00379480002,0.72000,
-0.00379440002,0.72000,
-0.00379400002,0.72000,
-0.00379360002,0.72000,
-0.00379320001,0.72000,
-0.00379280001,0.70000,
-0.00379240001,0.70000,
-0.00379200000,0.70000,
-0.00379160000,0.68000,
-0.00379120000,0.66000,
-0.00379079999,0.68000,
-0.00379039999,0.66000,
-0.00378999999,0.64000,
-0.00378959998,0.62000,
-0.00378919998,0.64000,
-0.00378879998,0.64000,
-0.00378839998,0.60000,
-0.00378799997,0.62000,
-0.00378759997,0.60000,
-0.00378719997,0.60000,
-0.00378679996,0.58000,
-0.00378639996,0.58000,
-0.00378599996,0.56000,
-0.00378559995,0.58000,
-0.00378519995,0.56000,
-0.00378479995,0.52000,
-0.00378439995,0.56000,
-0.00378399994,0.54000,
-0.00378359994,0.52000,
-0.00378319994,0.50000,
-0.00378279993,0.48000,
-0.00378239993,0.52000,
-0.00378200016,0.48000,
-0.00378160016,0.48000,
-0.00378120015,0.48000,
-0.00378080015,0.46000,
-0.00378040015,0.44000,
-0.00378000014,0.46000,
-0.00377960014,0.44000,
-0.00377920014,0.40000,
-0.00377880014,0.44000,
-0.00377840013,0.42000,
-0.00377800013,0.44000,
-0.00377760013,0.40000,
-0.00377720012,0.40000,
-0.00377680012,0.40000,
-0.00377640012,0.38000,
-0.00377600011,0.38000,
-0.00377560011,0.38000,
-0.00377520011,0.36000,
-0.00377480011,0.36000,
-0.00377440010,0.34000,
-0.00377400010,0.34000,
-0.00377360010,0.32000,
-0.00377320009,0.34000,
-0.00377280009,0.30000,
-0.00377240009,0.30000,
-0.00377200008,0.30000,
-0.00377160008,0.28000,
-0.00377120008,0.26000,
-0.00377080007,0.26000,
-0.00377040007,0.28000,
-0.00377000007,0.24000,
-0.00376960007,0.26000,
-0.00376920006,0.24000,
-0.00376880006,0.20000,
-0.00376840006,0.22000,
-0.00376800005,0.20000,
-0.00376760005,0.20000,
-0.00376720005,0.20000,
-0.00376680004,0.20000,
-0.00376640004,0.18000,
-0.00376600004,0.16000,
-0.00376560003,0.16000,
-0.00376520003,0.16000,
-0.00376480003,0.14000,
-0.00376440003,0.14000,
-0.00376400002,0.12000,
-0.00376360002,0.12000,
-0.00376320002,0.10000,
-0.00376280001,0.10000,
-0.00376240001,0.08000,
-0.00376200001,0.08000,
-0.00376160000,0.08000,
-0.00376120000,0.10000,
-0.00376080000,0.06000,
-0.00376040000,0.04000,
-0.00375999999,0.04000,
-0.00375959999,0.02000,
-0.00375919999,0.04000,
-0.00375879998,0.04000,
-0.00375839998,-0.02000,
-0.00375799998,0.00,
-0.00375759997,0.00,
-0.00375719997,-0.02000,
-0.00375679997,-0.04000,
-0.00375639996,-0.04000,
-0.00375599996,-0.04000,
-0.00375559996,-0.04000,
-0.00375519996,-0.06000,
-0.00375479995,-0.06000,
-0.00375439995,-0.06000,
-0.00375399995,-0.08000,
-0.00375359994,-0.08000,
-0.00375319994,-0.10000,
-0.00375279994,-0.12000,
-0.00375239993,-0.10000,
-0.00375199993,-0.16000,
-0.00375159993,-0.14000,
-0.00375120016,-0.14000,
-0.00375080016,-0.12000,
-0.00375040015,-0.16000,
-0.00375000015,-0.18000,
-0.00374960015,-0.20000,
-0.00374920014,-0.18000,
-0.00374880014,-0.22000,
-0.00374840014,-0.22000,
-0.00374800013,-0.20000,
-0.00374760013,-0.22000,
-0.00374720013,-0.26000,
-0.00374680012,-0.26000,
-0.00374640012,-0.24000,
-0.00374600012,-0.26000,
-0.00374560012,-0.26000,
-0.00374520011,-0.24000,
-0.00374480011,-0.28000,
-0.00374440011,-0.28000,
-0.00374400010,-0.30000,
-0.00374360010,-0.30000,
-0.00374320010,-0.30000,
-0.00374280009,-0.34000,
-0.00374240009,-0.30000,
-0.00374200009,-0.34000,
-0.00374160009,-0.34000,
-0.00374120008,-0.36000,
-0.00374080008,-0.36000,
-0.00374040008,-0.36000,
-0.00374000007,-0.38000,
-0.00373960007,-0.38000,
-0.00373920007,-0.38000,
-0.00373880006,-0.38000,
-0.00373840006,-0.38000,
-0.00373800006,-0.40000,
-0.00373760005,-0.42000,
-0.00373720005,-0.44000,
-0.00373680005,-0.44000,
-0.00373640005,-0.44000,
-0.00373600004,-0.46000,
-0.00373560004,-0.48000,
-0.00373520004,-0.46000,
-0.00373480003,-0.48000,
-0.00373440003,-0.50000,
-0.00373400003,-0.50000,
-0.00373360002,-0.52000,
-0.00373320002,-0.52000,
-0.00373280002,-0.54000,
-0.00373240001,-0.54000,
-0.00373200001,-0.56000,
-0.00373160001,-0.54000,
-0.00373120001,-0.56000,
-0.00373080000,-0.56000,
-0.00373040000,-0.60000,
-0.00373000000,-0.56000,
-0.00372959999,-0.60000,
-0.00372919999,-0.60000,
-0.00372879999,-0.60000,
-0.00372839998,-0.62000,
-0.00372799998,-0.60000,
-0.00372759998,-0.64000,
-0.00372719998,-0.64000,
-0.00372679997,-0.64000,
-0.00372639997,-0.66000,
-0.00372599997,-0.66000,
-0.00372559996,-0.68000,
-0.00372519996,-0.68000,
-0.00372479996,-0.68000,
-0.00372439995,-0.68000,
-0.00372399995,-0.70000,
-0.00372359995,-0.72000,
-0.00372319994,-0.72000,
-0.00372279994,-0.72000,
-0.00372239994,-0.74000,
-0.00372199994,-0.76000,
-0.00372159993,-0.76000,
-0.00372119993,-0.78000,
-0.00372080016,-0.78000,
-0.00372040016,-0.76000,
-0.00372000015,-0.76000,
-0.00371960015,-0.78000,
-0.00371920015,-0.78000,
-0.00371880014,-0.80000,
-0.00371840014,-0.80000,
-0.00371800014,-0.82000,
-0.00371760014,-0.82000,
-0.00371720013,-0.82000,
-0.00371680013,-0.84000,
-0.00371640013,-0.84000,
-0.00371600012,-0.86000,
-0.00371560012,-0.88000,
-0.00371520012,-0.88000,
-0.00371480011,-0.88000,
-0.00371440011,-0.88000,
-0.00371400011,-0.90000,
-0.00371360010,-0.88000,
-0.00371320010,-0.90000,
-0.00371280010,-0.92000,
-0.00371240010,-0.92000,
-0.00371200009,-0.94000,
-0.00371160009,-0.94000,
-0.00371120009,-0.94000,
-0.00371080008,-0.96000,
-0.00371040008,-0.96000,
-0.00371000008,-0.98000,
